,tortoise,container,magpie,football,ambulance,ladder,toothbrush,syringe,sink,toy,organ,apple,cosmetics,paddle,snowman,beer,chopsticks,bird,croissant,cucumber,radish,towel,doll,skull,glove,tick,belt,sunglasses,banjo,cart,ball,backpack,bicycle,centipede,boat,surfboard,boot,headphones,shorts,bus,boy,screwdriver,barge,laptop,miniskirt,drill,dress,bear,waffle,pancake,woodpecker,pretzel,bagel,tower,teapot,person,swimwear,beehive,brassiere,bee,bat,starfish,popcorn,burrito,chainsaw,balloon,wrench,tent,lantern,toaster,flashlight,billboard,tiara,limousine,necklace,carnivore,scissors,stairs,printer,chair,shirt,poster,cheese,sock,earrings,tie,watercraft,cabinetry,suitcase,muffin,bidet,snack,snowmobile,clock,cattle,cello,camel,coat,suit,desk,cat,juice,gondola,beetle,cannon,cookie,fountain,coin,calculator,cocktail,box,stapler,drum,dessert,drink,zucchini,ladle,dice,oven,dinosaur,ratchet,couch,spatula,whiteboard,door,hat,shower,eraser,fedora,guacamole,dagger,scarf,dolphin,sombrero,mug,tap,stretcher,goggles,blender,volleyball,vase,wardrobe,coffee,whisk,food,skirt,fax,fruit,nightstand,barrel,kite,tart,treadmill,fox,flag,jacket,egg,guitar,pillow,isopod,grape,panda,giraffe,woman,rhinoceros,bathtub,goldfish,houseplant,goat,house,horse,hammer,harp,sandal,saucer,harpsichord,heater,harmonica,hamster,curtain,bed,kettle,fireplace,scale,insect,kitchenware,invertebrate,bookcase,refrigerator,jaguar,artichoke,table,tableware,kangaroo,koala,knife,bottle,lynx,lavender,lighthouse,dumbbell,bowl,humidifier,porch,lizard,mammal,mouse,motorcycle,snowplow,missile,bust,man,milk,plate,mushroom,crutch,pitcher,mirror,scoreboard,briefcase,nail,oboe,ostrich,piano,girl,plant,potato,pasta,penguin,pumpkin,pear,mixer,cupboard,jacuzzi,pizza,pig,reptile,rifle,lipstick,skateboard,raven,rose,rabbit,sculpture,saxophone,shotgun,seafood,snowboard,sword,sushi,loveseat,ski,squirrel,tripod,stethoscope,submarine,scorpion,segway,snake,skyscraper,sheep,television,trombone,tea,tank,taco,telephone,torch,tiger,strawberry,trumpet,tree,tomato,train,tool,trousers,truck,coffeemaker,violin,vehicle,handbag,wine,weapon,wheel,worm,wok,whale,zebra,jug,cream,monkey,lion,bread,platter,chicken,eagle,helicopter,owl,duck,turtle,hippopotamus,crocodile,toilet,squid,clothing,footwear,lemon,spider,deer,frog,banana,rocket,countertop,dog,book,elephant,shark,candle,leopard,axe,porcupine,flower,canary,cheetah,hamburger,maple,building,fish,lobster,furniture,hedgehog,airplane,spoon,otter,bull,oyster,bomb,bench,caterpillar,butterfly,parachute,orange,antelope,beaker,window,closet,castle,jellyfish,goose,mule,swan,peach,coconut,raccoon,chisel,fork,lamp,camera,squash,racket,vegetable,diaper,unicycle,falcon,chime,snail,shellfish,cabbage,carrot,mango,jeans,flowerpot,pineapple,drawer,stool,envelope,cake,dragonfly,honeycomb,ladybug,shelf,watch,candy,salad,parrot,handgun,sparrow,van,grinder,tire,ruler,microphone,broccoli,umbrella,pastry,grapefruit,band-aid,animal,turkey,lily,pomegranate,doughnut,glasses,pen,ant,car,aircraft,skunk,watermelon,cantaloupe,dishwasher,flute,sandwich,shrimp,binoculars,ipod,accordion,willow,crab,crown,seahorse,perfume,alpaca,taxi,canoe,wheelchair,armadillo,maracas,helmet
ostrich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
piano,0,0,0,0,0,0,0,0,0,14,290,0,0,0,0,1,0,2,0,0,0,0,3,1,1,0,0,6,1,0,2,1,4,0,1,0,1,4,0,0,55,0,0,27,1,0,45,0,0,0,0,0,0,0,0,1914,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,2,93,3,12,0,0,0,3,1,4,1,0,0,0,0,5,0,59,0,1,36,24,8,0,0,0,0,0,0,0,0,0,0,0,150,0,5,0,0,0,0,0,0,18,0,1,3,23,0,0,10,0,0,2,0,0,0,0,0,3,0,0,5,0,0,0,3,1,0,0,1,0,0,0,0,0,0,5,0,247,0,0,0,0,0,260,0,0,0,11,0,36,0,0,6,0,0,287,0,0,1,9,0,0,3,0,0,0,0,7,0,0,0,113,3,0,0,0,5,0,0,0,0,0,0,0,0,59,1,0,0,0,0,480,0,0,0,0,0,2,0,0,0,2,0,0,90,30,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,3,24,0,0,0,1,1,0,40,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950,110,0,0,0,0,0,0,0,3,22,0,0,4,0,0,0,19,0,0,0,0,70,0,0,311,0,0,0,0,0,0,0,5,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,1,5,0,1,0,0,0,6,1,0,0,1,0,0,0,0,1,0,321,0,0,0,0,0,8,0,0,0,0,31,0,0,2,0,0,0,0,0,5,0,0,0,0,54,0,0,0,0,0,0,0,0,1,0,0,1
girl,16,3,0,258,2,17,1,0,49,1991,3,18,105,71,11,187,3,199,0,1,0,0,1264,10,33,0,28,2613,6,48,733,27,655,0,290,63,159,40,2056,237,10879,0,0,670,313,1,11351,10,0,5,0,0,1,69,8,95196,1558,0,628,2,1,2,4,0,0,406,0,166,9,1,0,142,127,6,319,675,1,85,4,1511,298,628,0,33,61,202,268,45,13,12,1,285,1,79,44,52,8,613,2350,366,154,54,4,0,11,5,76,0,0,71,41,0,204,344,1760,0,0,0,9,20,0,351,0,96,226,1719,3,0,330,0,0,362,22,47,29,6,1,931,0,180,68,3,16,1,2435,456,0,134,11,7,6,3,4,0,218,1928,9,382,67,0,5,9,18,67497,0,47,4,235,25,821,284,2,24,205,36,9,1,0,6,92,135,5,62,0,23,2,24,196,12,2,0,3225,771,2,3,0,918,1,12,16,1,43,0,49,8,8834,2,114,0,1,3,35159,1,27,2,2,3,114,1,1,0,4,1,90,0,9290,1,2,11,53,0,0,7,14,12,9,45,15,434,28,1,242,21,222,15,7,18,1,0,0,11,7,2,45,8,0,0,6,14,167,8,140,5,13,3,0,19,0,10,10,19,10953,3,222,8,1956,73,1,82,4092,232,210,51,1402,0,4,5,4,8,0,11,9,5,11,18,4,8,13,29,15,1,10,5,0,90049,23826,3,0,6,2,7,1,27,684,485,31,8,237,3,0,0,2748,0,4,5,12,2845,48,4,3889,0,36,5,0,17,1,0,110,1,50,2,3,2,0,779,11,11,0,15,17,8,0,6,2,0,4,31,263,25,58,117,5,3,6,0,1,5,1,1,0,6060,160,3,33,27,0,273,0,0,1,200,71,12,12,19,7,0,65,0,584,1,785,2,360,19,1,0,1572,1,0,0,1,5301,7,0,1964,41,1,9,0,2,22,6,0,4,3,24,0,4,115,0,1,9,16,59,51,0,0,271
plant,193,7,46,1062,5,65,0,0,65,1078,3,143,17,143,54,70,2,6615,1,25,28,0,184,57,90,2,5,1038,4,373,1332,72,2700,5,1226,22,102,8,884,657,5399,0,41,155,36,5,3647,313,3,0,88,2,0,1586,15,62955,113,52,23,1308,18,16,2,2,24,245,1,978,31,1,1,588,23,16,36,4577,3,721,2,2319,157,397,8,25,5,128,1000,80,7,11,7,130,10,200,1155,19,97,196,1865,155,1359,66,13,344,145,2,920,9,0,68,38,0,70,189,616,28,0,0,7,166,0,275,0,14,1730,1176,10,1,115,1,4,87,11,30,32,36,1,313,0,5,1071,1,15,0,3452,135,1,2336,19,34,19,8,1,129,767,1213,17,155,50,0,213,112,308,19308,116,29,64,8224,279,21358,1541,0,2,60,45,3,1,0,29,142,74,13,72,1,4828,2,4851,43,4,171,70,3382,558,108,74,13,535,76,789,292,0,51,0,1343,279,7255,49,523,9,5,71,26744,2,56,918,1,22,175,9,0,0,5,116,30,9290,0,13,4,39,372,28,0,10,6,3,125,739,128,10,75,69,2994,277,4134,11,18,34,14,4,1,42,34,446,96,1,0,3,10,124,1576,410,58,1,16,98,1,34,0,301,99,7,157645,141,2023,71,1297,811,1,29,19156,65,85,472,8551,16,5,6,217,27,3,628,316,12,43,259,120,88,164,864,172,33,133,14,6,47302,15800,59,125,963,210,55,5,52,2722,274,633,8,256,260,2,54,56943,40,221,4,1216,27216,491,4,5890,42,198,4,56,225,1,0,1653,171,2180,46,113,335,0,10649,2,1040,0,637,162,250,28,155,70,0,8,59,163,262,34,1251,2,7,104,4,106,8,39,20,10,3608,6467,59,28,24,3,155,312,26,127,133,34,8,36,239,3,222,452,0,3599,3,95,29,545,22,43,0,24023,66,940,17,2,1613,4,29,8977,271,15,46,9,0,6,9,5,8,1,18,106,14,20,33,3,125,54,273,28,4,0,1089
potato,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,13,7,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,26,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,5,0,0,0,0,2,0,0,0,3,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,8,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,150,0,0,0,0,0,0,4,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,70,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,28,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,758,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,8,46,0,0,0,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,10,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,142,0,0,0,0,1,21,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,18,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
penguin,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1,1,0,736,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,0,0,0,2,0,0,0,0,0,0,0,95,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,3,0,1,2,0,0,0,1,23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,92,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,11,39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,7,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,81,13,0,0,0,0,0,0,0,1,7,0,0,3,0,0,0,2,0,0,0,0,6,3,0,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,630,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
pumpkin,0,0,0,0,0,0,0,0,0,26,0,6,1,0,0,2,0,8,0,0,0,0,3,10,0,0,0,6,0,2,1,0,1,0,0,0,1,0,4,0,76,0,0,2,1,0,7,0,1,0,0,0,0,0,0,392,0,0,0,0,1,0,0,0,0,2,0,1,46,0,0,1,0,0,0,28,1,1,0,7,1,9,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,1,2,24,3,0,0,0,1,0,0,0,0,1,0,0,7,12,3,0,0,1,0,0,0,0,0,9,16,0,0,1,0,0,0,0,1,1,0,0,2,0,0,8,0,1,0,868,1,0,624,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,63,0,1,0,18,0,21,2,0,0,1,2,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,32,8,0,0,2,13,0,0,0,0,2,0,7,0,33,0,0,0,0,0,68,0,2,0,0,0,0,0,0,0,0,0,1,53,372,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,117,2,0,3,4,2,0,0,23,0,1,0,11,0,0,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,319,50,2,3,0,0,0,0,1,13,5,0,0,14,0,0,0,71,0,0,0,1,20,0,0,25,0,0,1,0,0,0,0,2,0,1,0,6,0,0,14,0,0,0,0,0,0,2,0,0,0,0,3,0,1045,0,1046,1,0,0,0,0,0,0,1,0,15,16,0,0,0,0,4,0,0,0,2,0,1,0,0,0,0,1,0,5,0,0,0,0,0,4,0,44,2,0,1,0,15,0,0,17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pear,0,0,0,0,0,0,0,0,0,1,0,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,181,0,0,115,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,4,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,4,0,1,0,1,0,0,1,0,0,0,5,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mixer,0,0,0,0,0,0,0,0,9,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,9,0,1,0,9,0,0,0,0,0,0,1,0,2,9,0,0,0,2,0,0,0,2,0,0,0,5,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,102,0,0,0,0,13,62,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,1,0,0,3,7,0,0,0,4,0,0,0,0,4,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cupboard,0,2,0,0,0,4,0,0,289,7,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,7,0,0,0,0,0,0,0,3,54,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,0,4,1,84,0,1,0,0,0,1,0,847,0,0,3,3,0,3,0,0,0,2,2,118,6,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,1,0,139,0,0,9,1,2,153,0,2,0,0,0,0,0,0,0,3,64,0,0,0,0,24,120,1,0,29,0,1,2,87,0,0,0,0,0,0,1,0,0,5,0,0,0,0,14,0,4,0,9,0,394,0,0,0,0,3,0,0,0,0,16,41,1,8,0,0,2,0,71,100,0,0,193,23,0,0,0,15,0,0,0,0,6,0,0,0,6,0,0,0,0,0,11,0,4,0,0,2,28,0,0,0,0,0,1,7,10,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,1,0,0,0,0,3,0,2,1,2,0,6,0,1,2,1,0,1,0,1,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,69,13,0,0,1,0,0,0,412,4,27,0,0,1,0,0,0,5,0,0,0,0,231,0,0,712,0,0,0,0,0,0,0,1,0,0,0,0,1,0,140,64,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,4,4,0,568,11,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,0,1,0,0,0,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jacuzzi,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,78,0,3,0,15,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,30,0,0,0,0,0,1,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pizza,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,0,0,1,0,1,1,0,0,1,0,0,134,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,7,0,4,123,0,0,0,0,1,0,0,0,88,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,3,2,0,0,240,69,4,0,0,8,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,1167,0,0,9,0,0,0,33,0,0,0,1,4,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,23,50,0,0,1,24,0,0,0,0,4,0,0,0,4,0,0,0,0,0,38,0,9,1,0,1,0,0,0,0,0,0,0,12,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,3,33,0,0,0,1,0,0,6,0,6,0,2,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,80,6,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,1,0,1,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,65,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,14,0,0,0,1,0,1,0,0,2,0,23,0,0,3,0,0,0,0,6,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pig,1,0,0,2,0,0,0,0,0,23,0,1,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,32,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,127,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,9,125,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,68,0,0,0,2,0,0,0,7,0,1,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,2,1,0,0,0,72,18,0,0,2,0,0,0,0,10,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
